,_id,winner,match_mean_elo,5v5_free_queue,5v5_premium_queue,dif_mean_elo,dif_stddev_elo,dif_num_paid_memberships,dif_num_solo_players,dif_num_parties,dif_mean_matches,dif_mean_winrate,dif_mean_kd,dif_mean_multikills_score,dif_mean_rating,dif_mean_matches_on_map,dif_mean_winrate_on_map,dif_mean_kd_on_map,dif_mean_multikills_score_on_map,dif_mean_rating_on_map,dif_mean_matches_map_preference,dif_mean_winrate_map_preference,dif_mean_kd_map_preference,dif_mean_multikills_score_map_preference,dif_mean_rating_map_preference,dif_mean_created_at_faceit,dif_stddev_created_at_faceit,dif_min_created_at_faceit,dif_mean_matches_on_map_prev,dif_mean_winrate_prev,dif_mean_kd_prev,dif_mean_weighted_kd_by_elo_prev,dif_multikills_score_prev,dif_mean_rating_prev,dif_mean_interval_time_prev,dif_mean_interval_time_oldest_prev,dif_mean_interval_time_most_recent_prev,dif_max_interval_time_most_recent_prev,dif_mean_delta_elo_prev,dif_mean_dif_rounds_prev,dif_mean_dif_elo_prev,dif_mean_matches_afk,dif_num_played_togthr_prev,dif_winrate_togthr_prev,dif_mean_first_matches_on_day,dif_mean_matches_on_day,dif_mean_played_map_on_day,entity_dummies_hub,entity_dummies_matchmaking
10,1-000e1226-eac1-4856-a701-1fe1682724c9,0,2115.0,0,0,-12.0,146.63768015822535,-1,0,0,827.8000000000002,0.004753409963402899,-0.017161464341134414,-0.06397530688383002,-0.0384406883695676,171.0,0.01653681942146079,-0.00368742180470516,-0.04871977697238994,-0.02397424466015763,-0.030399114624255263,0.02273224957948028,0.011743650974882947,0.021437051829312215,0.012095569552347474,46810810.8,16392126.818665758,12317762,-1.0000000000000004,0.18000000000000005,-0.012019818427576823,-41.6217253003083,-0.026696426869458112,-0.008059620601111761,74766.32,166442.59999999998,31189.2,20357,58.86,0.7599999999999999,-3.8000000000000327,0.0,0.34,1.368421052631579,2,-1.2000000000000002,-1.0,1,0
11,1-000effaf-0f76-4c3f-9944-81e3fd71c3e2,1,1544.5,0,1,-0.599999999999909,-100.59940741368438,0,-2,-1,-460.80000000000007,0.011497950864941764,0.14103102457141248,0.15981412033956055,0.1377879412121198,-220.60000000000002,0.0353053165768068,0.07768485397787728,0.12595242019562009,0.10272688957596288,-0.08389754686302459,0.0441099429443208,-0.05979081516664175,-0.06524338516381589,-0.032240550125251954,-54030320.0,-440257.057828106,-4029708,-0.3999999999999999,-0.12,-0.08136511529641965,-140.1033391859612,0.00954808300400306,-0.057585683740543514,-147840.4,-151089.60000000003,-46060.4,-87344,-10.84,1.3800000000000001,12.136000000000022,0.0,0.08000000000000002,0.9333333333333333,-4,2.0,0.0,0,1
12,1-000f11e7-fbdf-46ba-82b8-a00c3beb7a55,0,1560.1,1,0,1.3999999999998636,3.3322615634311177,0,0,0,-1643.3999999999999,0.057000672907081884,-0.00935475679062825,-0.04594261228889507,-0.03820016498819667,-392.20000000000005,0.09555180335850333,-0.0018898414903876226,-0.07761457453764486,-0.0625485192404891,0.02673811337486709,0.05273627181916374,-0.0016450950444495405,-0.044737207152224956,-0.021973406106355897,-59500385.2,11949331.804148927,-85868957,-1.3999999999999995,0.020000000000000018,0.04099431754011451,66.66394243756372,-0.07453860087920872,-0.04704817180430876,6172.359999999986,-20887.600000000006,17053.6,51186,-2.5600000000000023,0.9999999999999999,-57.56399999999999,0.0,-0.06,1.0,2,-0.20000000000000018,-0.5999999999999999,0,1
13,1-001002ec-7be2-4ae4-ac39-9a69e9507bc5,1,1769.7,1,0,-7.0,206.6211995209905,3,-1,-1,674.1999999999999,-0.0013489966736073278,-0.015249220114361028,-0.0366271738073477,-0.033428562258338346,99.0,0.010019144012955339,0.00596246704012926,0.025670878674084352,0.015905828303459435,0.0813903440840246,0.04079961481556604,0.026696478684274494,0.13014305845230278,0.05170688110280164,-15392699.0,10311140.001644425,-42597780,1.5999999999999999,-0.19999999999999984,-0.07028691534008535,-125.1664704291295,0.05034845633799684,-0.013614693749063767,-35992.139999999985,-115472.4,12324.0,57761,-76.42,-0.98,-14.216,0.0,0.12,-1.6666666666666665,1,0.0,0.0,0,1
14,1-00102873-a602-43f5-8b94-e231215fb64d,1,2088.7,0,1,79.0,155.61545369758278,0,-1,0,105.60000000000002,-0.0013909070589348538,-0.001931861701617077,0.01684080324538817,0.01164349410572263,-23.400000000000034,-0.019539975424445688,-0.05587197694714463,-0.04195618438570736,-0.0562705209647969,-0.04059754821187517,-0.03222658909647891,-0.0557780259193309,-0.11371309330609503,-0.0662368390020539,-56488970.000000015,15832035.141846456,-59592684,0.8000000000000003,-0.039999999999999925,0.022984722320400053,180.03507899071383,0.024567868638666723,-0.018331558688734373,107409.18000000002,174696.0,-5579.599999999999,-20188,-19.060000000000002,2.7999999999999994,163.27600000000007,0.0,0.0,-0.23076923076923078,-1,0.5999999999999996,0.40000000000000013,0,1
15,1-0013387c-cea1-45b0-9f10-39fff6f439fc,1,2484.5,1,0,-316.1999999999998,-234.30323752628266,0,0,0,-431.20000000000005,-0.016047457918050068,-0.04430273189275047,-0.03894777259215332,-0.03235116129975202,-168.39999999999998,-0.010200948033813773,-0.05555144785274124,-0.050866512192762614,-0.04301587389405492,-0.011815399453553088,0.012063576571762269,-0.00905714937282931,-0.022732185690870876,-0.01012515017783211,328160.799999997,7964156.513522014,-22935070,-0.8000000000000003,0.06000000000000005,-0.1790857471197842,-786.7851211432067,-0.2860676053159107,-0.22977429943290284,18596.819999999992,35217.0,-19442.4,-100052,66.08,1.02,-311.60400000000004,0.0,0.26000000000000006,0.26050420168067223,-1,1.6,0.5999999999999999,0,1
16,1-001361d7-c8c2-41aa-836f-1d144d87f162,0,2735.1000000000004,0,1,81.40000000000009,115.24910914793406,0,-1,-1,346.4000000000001,0.03097846330482168,-0.08295181074426083,-0.05759875081408694,-0.04988547622933681,-81.19999999999999,-0.02358983154575589,-0.14484666007264813,-0.13404907973414515,-0.13491486177575296,-0.05343631471327161,-0.09488414159213154,-0.05386610145773574,-0.11501109031000123,-0.07152581659672319,49669418.400000006,-13455486.405978315,62020098,-3.2,-0.039999999999999925,-0.1710834014206677,-325.78399321352845,-0.061654252330520576,-0.12248881755490104,138181.47999999998,163615.80000000005,-61653.8,-87512,-14.24,0.09999999999999998,98.50400000000005,0.0,0.0,0.0,-2,0.4,0.0,0,1
17,1-0013f89b-8507-49b6-8454-86dfd91173aa,0,1783.9,0,1,0.6000000000001364,-13.155617690983831,0,-2,-1,1453.9999999999998,-0.011863378343731412,-0.022353432115419736,-0.02598719587306597,-0.00874252070130832,338.59999999999997,-0.01443054006708444,-0.04746515233025539,-0.03738311005179118,-0.0404452399280002,-0.06319065987853922,-0.009108870653896206,-0.026977194279092398,-0.037880579455582764,-0.03205594935233258,87293152.60000001,-35330677.24419534,121879607,-0.3999999999999999,-1.1102230246251565e-16,-0.15613121074271286,-254.80358778073764,-0.025653911532914075,-0.06156320001231663,-80164.34000000003,25114.399999999965,-204415.80000000002,-877365,8.940000000000001,0.20000000000000018,-92.28000000000003,0.0,0.16,-0.5,-2,1.2000000000000002,-0.20000000000000007,0,1
18,1-001461c9-19cc-4008-a1dd-2357db5379b9,1,2346.7,1,0,11.0,96.59795174945265,0,1,1,116.39999999999986,-0.011741136978970612,0.03701770280427974,0.036099053300795325,0.03240994769000438,130.0,-0.033615561694184004,0.005052271185549628,-0.012954181082743044,-0.011897548508733369,0.0728303914498033,-0.037100904235422005,-0.029517800176942832,-0.10475965532795661,-0.04273786570709559,-14490499.799999997,-11195339.939699195,4851727,2.2,-0.02000000000000013,0.02638596706728591,43.59873017864675,0.013165276335366571,0.03643821094191568,7938.360000000001,72970.40000000001,1147.4,1516,-16.16,-0.3200000000000001,-89.78800000000001,0.0,0.09999999999999998,-0.17543859649122806,0,0.0,0.6000000000000001,0,1
19,1-0014b659-4a61-4c46-a353-a39f36a5a13c,1,1594.9,1,0,-22.600000000000136,-421.0632872211939,2,1,1,876.6,-0.03694396330613303,0.013169665024982402,-0.007779597947963235,-0.02740208194021787,168.2,0.057120829548955976,0.019681263694118156,0.01926543366445954,-0.010510640966425733,0.021360023197378092,0.16828925943541184,0.01869200951194161,0.1476017458694746,0.029190073648547754,-40358482.400000006,1290724.3582945615,14012630,1.4,-0.09999999999999998,-0.00848247817676362,-106.71474700823092,-0.12145392880588246,-0.11360203672768154,10642.800000000003,21505.20000000001,6058.6,9657,-26.540000000000003,-1.06,-125.67999999999998,0.0,-0.44000000000000006,-0.058823529411764705,1,0.3999999999999999,0.39999999999999997,0,1
20,1-00168772-470a-48d7-a506-e0f6a6a3b5d0,1,2524.3,0,1,103.0,-27.879124808578467,0,-2,-1,1564.3999999999999,0.010603075421300012,-0.0312461704319269,-0.013527800230522802,-0.02293952455853554,172.8,-0.02587309727029785,-0.02592123175149763,-0.001575424828144656,-0.013134439422436861,-0.03136674820102553,-0.07453111354697928,0.003673628219346803,0.02768750357444638,0.009967958289038625,31896795.599999994,-49180686.876558274,130321013,-0.8000000000000003,-0.14,-0.13337450959110542,-294.7940367327583,-0.0966945653283574,-0.08695451200280302,13810.36000000003,104331.6,23498.6,113561,-33.76,1.16,91.97599999999997,0.0,0.12,-1.5,1,1.9999999999999998,0.0,0,1
21,1-0017d00e-524c-48b0-800c-51d59422720f,0,2683.5,0,1,301.39999999999964,253.63945883472854,0,-3,-2,1571.0,0.036097272353448395,0.05788262382372733,0.011795918272790806,0.04157657535341053,147.60000000000002,0.07341141731975864,0.12009088600490081,0.04933773016988563,0.09300450452759668,0.02052171728384601,0.07180974053324873,0.06072310960801053,0.06371603458567976,0.048857382004065086,21184715.60000001,-23302131.377234142,38798325,0.7999999999999998,0.09999999999999998,0.1904879977136873,867.8995987806061,0.05317853452550414,0.10391348316150184,87855.88,54903.59999999998,41676.6,160044,12.420000000000002,0.3800000000000001,29.768,0.0,-0.04,1.0,2,-2.2,0.0,0,1
22,1-0017f3f0-2e4f-4d75-a67f-5b93969019f9,1,1894.6,0,1,5.600000000000136,-51.91743115311181,0,3,2,-818.2,0.026889989792341806,0.09480494703627818,0.05210349618242438,0.0673327435589206,-205.99999999999997,-0.009714015249864372,0.03766935730637022,-0.009165555123683777,0.004943030687329486,-0.04095099190454926,-0.0714816526253167,-0.058407176603050615,-0.11499370139365206,-0.060821144071420585,-50431010.0,10309378.560130194,-38199916,0.0,-0.039999999999999925,0.0586491048167348,95.25990616578656,-0.19013840016062444,-0.10688038170210423,-145123.56000000003,-92842.0,-166566.2,-420789,4.799999999999999,-1.7000000000000002,14.692000000000036,0.0,-0.12000000000000002,-1.4285714285714286,-1,0.8000000000000003,0.20000000000000007,0,1
